,Date,MinTemp,MaxTemp,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainTomorrow
32769,2013-08-13,12.7,16.3,19.0,20.0,71.0,63.0,1015.0,1017.1,14.4,14.1,No
32770,2013-08-16,7.5,15.4,22.0,26.0,80.0,58.0,1016.8,1015.4,10.1,14.8,Yes
32771,2013-08-17,9.7,16.6,19.0,20.0,72.0,65.0,1018.5,1019.0,14.1,14.7,No
32772,2013-08-21,8.0,18.5,6.0,13.0,99.0,71.0,1029.6,1028.4,13.0,16.8,No
32773,2013-08-26,11.3,17.1,13.0,19.0,95.0,70.0,1014.3,1015.2,13.2,15.6,Yes
32774,2013-08-30,13.2,17.9,28.0,33.0,68.0,66.0,1003.7,1001.5,15.9,16.4,Yes
32775,2013-08-31,13.1,18.3,35.0,33.0,70.0,70.0,1002.0,1003.3,16.7,15.7,Yes
32776,2013-09-04,8.9,17.2,20.0,26.0,52.0,51.0,1022.4,1023.2,13.7,15.3,Yes
32777,2013-09-07,7.8,16.5,19.0,15.0,76.0,73.0,1018.2,1015.0,14.3,15.7,Yes
32778,2013-09-13,10.4,19.3,15.0,19.0,68.0,66.0,1014.1,1008.6,16.5,17.3,Yes
32779,2013-09-27,11.4,17.2,13.0,19.0,64.0,61.0,1020.5,1019.0,14.5,15.6,No
32780,2013-10-03,7.4,22.5,15.0,17.0,87.0,59.0,1018.2,1015.1,16.3,19.0,No
32781,2013-10-06,6.8,19.7,28.0,24.0,61.0,66.0,1011.3,1010.6,17.9,18.8,Yes
32782,2013-10-07,15.2,21.2,28.0,33.0,67.0,61.0,1010.8,1009.6,19.5,19.7,Yes
32783,2013-10-16,13.2,19.6,26.0,13.0,60.0,61.0,1019.3,1019.5,16.0,16.3,No
32784,2013-10-19,10.9,13.6,0.0,4.0,97.0,93.0,1011.6,1011.3,11.9,11.7,Yes
32785,2013-10-20,8.8,17.0,22.0,26.0,85.0,59.0,1020.8,1021.2,12.1,14.5,No
32786,2013-10-24,8.9,25.0,17.0,13.0,58.0,44.0,1019.1,1015.4,18.2,24.5,No
32787,2013-10-27,9.0,23.9,7.0,13.0,73.0,52.0,1023.8,1022.8,17.9,23.1,No
32788,2013-10-29,11.5,24.3,13.0,22.0,82.0,59.0,1022.7,1020.1,16.5,22.4,No
32789,2013-10-31,14.4,23.0,13.0,15.0,67.0,61.0,1017.0,1016.9,19.1,20.4,No
32790,2013-11-04,14.0,31.4,11.0,17.0,63.0,60.0,1013.8,1012.8,24.5,25.2,No
32791,2013-11-05,15.1,21.6,17.0,17.0,58.0,51.0,1018.2,1017.6,17.1,18.7,No
32792,2013-11-07,7.4,23.4,17.0,22.0,62.0,51.0,1022.9,1021.1,18.1,20.0,No
32793,2013-11-11,9.7,25.6,15.0,22.0,66.0,60.0,1015.5,1015.7,21.1,21.0,No
32794,2013-11-14,15.1,24.4,28.0,35.0,55.0,55.0,1019.5,1016.9,19.9,22.2,No
32795,2013-11-21,11.5,28.8,19.0,11.0,48.0,31.0,1010.9,1007.8,18.8,26.7,Yes
32796,2013-11-26,7.0,25.2,9.0,28.0,54.0,48.0,1012.6,1010.5,18.7,21.3,No
32797,2013-11-30,13.7,21.5,24.0,22.0,60.0,64.0,1004.9,1007.6,18.2,18.8,Yes
32798,2013-12-02,11.7,22.2,15.0,20.0,55.0,46.0,1017.0,1016.9,19.3,20.1,No
32799,2013-12-13,13.0,33.1,11.0,20.0,54.0,38.0,1016.5,1013.1,22.7,31.1,No
32800,2013-12-15,16.9,32.5,15.0,22.0,63.0,30.0,1013.3,1012.3,22.9,30.1,No
32801,2013-12-16,15.1,29.8,26.0,17.0,56.0,51.0,1012.4,1009.8,22.4,28.2,No
32802,2013-12-17,15.6,27.0,13.0,20.0,75.0,56.0,1007.9,1007.9,21.7,24.1,No
32803,2013-12-18,16.0,24.1,19.0,26.0,52.0,52.0,1015.0,1014.9,20.2,21.3,No
32804,2013-12-20,11.5,24.0,22.0,24.0,57.0,45.0,1023.4,1021.3,18.9,21.7,No
32805,2013-12-27,13.5,23.7,22.0,26.0,52.0,49.0,1013.3,1016.1,22.5,20.7,No
32806,2013-12-28,7.7,27.0,17.0,22.0,50.0,40.0,1017.8,1013.8,18.5,24.7,No
32807,2013-12-30,13.4,28.5,24.0,19.0,56.0,46.0,1010.0,1007.4,21.2,26.8,No
32808,2014-01-06,10.1,33.6,15.0,15.0,39.0,31.0,1013.5,1011.3,25.2,30.1,No
32809,2014-01-11,15.8,36.5,19.0,20.0,53.0,31.0,1019.4,1014.7,24.5,35.0,No
32810,2014-01-16,15.2,22.4,20.0,20.0,47.0,46.0,1013.0,1014.0,20.2,21.2,No
32811,2014-01-25,18.4,31.5,15.0,19.0,55.0,43.0,1012.2,1009.4,26.2,29.2,No
32812,2014-01-28,14.4,23.4,22.0,35.0,50.0,40.0,1021.2,1018.7,19.1,21.4,No
32813,2014-01-31,13.9,26.0,13.0,19.0,59.0,50.0,1009.3,1008.4,21.7,23.8,No
32814,2014-02-05,18.7,25.1,28.0,35.0,68.0,67.0,1014.1,1014.2,21.8,22.0,Yes
32815,2014-02-06,16.8,23.3,28.0,33.0,89.0,66.0,1016.7,1015.0,18.4,20.7,No
32816,2014-02-09,8.3,27.4,20.0,24.0,50.0,40.0,1017.3,1012.2,17.2,24.2,No
32817,2014-02-14,14.6,30.2,11.0,26.0,60.0,47.0,1011.6,1009.4,21.9,24.5,No
32818,2014-02-17,13.6,24.8,20.0,26.0,55.0,50.0,1020.1,1018.1,19.6,23.1,No
32819,2014-02-18,13.6,26.0,22.0,26.0,56.0,48.0,1021.4,1018.2,19.1,24.1,No
32820,2014-02-21,13.8,33.0,15.0,20.0,51.0,32.0,1021.9,1018.5,22.5,31.5,No
32821,2014-02-22,17.3,33.2,15.0,17.0,44.0,32.0,1020.3,1017.6,25.2,30.5,No
32822,2014-02-28,12.4,33.6,11.0,17.0,43.0,27.0,1018.9,1016.9,23.4,31.5,No
32823,2014-03-09,10.1,22.1,15.0,20.0,64.0,52.0,1019.0,1018.4,18.1,21.1,No
32824,2014-03-11,10.7,26.0,19.0,26.0,63.0,49.0,1025.8,1022.6,19.7,23.9,No
32825,2014-03-13,17.5,23.7,26.0,20.0,67.0,53.0,1014.9,1013.5,19.7,21.7,No
32826,2014-03-17,16.2,25.3,13.0,20.0,84.0,54.0,1019.6,1017.9,19.0,24.1,No
32827,2014-03-19,12.4,24.8,13.0,22.0,76.0,49.0,1024.2,1022.1,17.8,23.2,No
32828,2014-03-23,16.1,31.1,20.0,19.0,60.0,37.0,1020.8,1017.6,22.1,30.1,No
32829,2014-03-24,19.9,30.7,20.0,19.0,41.0,63.0,1016.9,1017.7,26.4,25.1,No
32830,2014-03-29,15.7,19.8,22.0,19.0,78.0,57.0,1007.2,1007.3,19.7,17.7,Yes
32831,2014-03-30,13.4,18.6,20.0,13.0,90.0,76.0,1012.6,1012.9,15.0,17.4,Yes
32832,2014-04-01,13.2,19.8,24.0,26.0,56.0,51.0,1020.0,1019.5,16.1,18.2,No
32833,2014-04-02,6.1,19.9,4.0,17.0,68.0,55.0,1024.7,1022.5,14.2,18.5,No
32834,2014-04-04,8.6,27.1,0.0,13.0,93.0,32.0,1018.5,1015.0,13.8,25.3,Yes
32835,2014-04-06,10.5,23.8,11.0,19.0,72.0,58.0,1012.2,1011.2,20.3,22.3,No
32836,2014-04-21,6.5,21.1,6.0,19.0,86.0,43.0,1020.4,1020.1,14.9,19.1,No
32837,2014-04-25,13.9,22.6,20.0,28.0,65.0,55.0,1013.9,1013.4,18.8,20.4,No
32838,2014-04-27,11.5,22.1,15.0,19.0,81.0,85.0,1004.4,1005.4,19.6,15.9,Yes
32839,2014-04-28,10.8,17.0,11.0,11.0,70.0,61.0,1017.8,1020.8,12.4,14.6,No
32840,2014-04-29,9.2,18.9,6.0,11.0,88.0,52.0,1025.6,1025.1,14.7,17.2,No
32841,2014-05-05,11.9,21.3,9.0,11.0,99.0,59.0,1015.8,1013.0,15.5,19.6,No
32842,2014-05-06,8.1,20.2,7.0,6.0,100.0,72.0,1013.9,1010.7,14.1,19.0,Yes
32843,2014-05-08,11.3,17.0,26.0,20.0,59.0,75.0,1002.9,1004.8,13.9,14.0,Yes
32844,2014-05-15,14.8,20.0,9.0,20.0,75.0,69.0,1015.5,1013.1,17.5,17.8,Yes
32845,2014-05-23,11.3,18.6,11.0,28.0,75.0,78.0,1005.8,1003.8,15.9,14.9,Yes
32846,2014-05-26,13.3,18.4,6.0,11.0,70.0,66.0,1015.7,1015.1,15.0,16.1,Yes
32847,2014-05-28,9.6,17.2,19.0,19.0,61.0,62.0,1022.1,1021.7,15.2,16.4,Yes
32848,2014-05-31,6.7,17.7,7.0,22.0,83.0,73.0,1020.7,1015.9,10.7,17.6,Yes
32849,2014-06-06,4.3,20.9,13.0,20.0,63.0,55.0,1026.0,1024.7,15.1,20.3,No
32850,2014-06-08,14.1,19.3,13.0,17.0,78.0,77.0,1017.4,1014.6,15.5,18.6,Yes
32851,2014-06-09,14.6,20.2,17.0,24.0,99.0,72.0,1013.7,1010.9,16.7,19.0,Yes
32852,2014-06-10,10.6,14.2,13.0,24.0,92.0,56.0,1015.2,1018.6,11.6,13.9,Yes
32853,2014-06-14,7.4,17.2,13.0,11.0,81.0,70.0,1031.4,1029.4,12.4,15.7,No
32854,2014-06-16,9.0,19.7,19.0,22.0,76.0,69.0,1020.9,1016.0,12.3,18.4,Yes
32855,2014-06-20,8.7,19.3,11.0,24.0,100.0,63.0,1018.6,1015.5,13.7,17.9,Yes
32856,2014-06-23,5.0,15.2,0.0,7.0,99.0,65.0,1032.3,1030.6,9.7,14.7,No
32857,2014-06-27,10.5,16.1,11.0,20.0,73.0,60.0,1027.6,1028.5,13.2,14.0,No
32858,2014-07-02,14.5,16.1,22.0,28.0,85.0,64.0,1011.5,1015.9,14.7,14.0,Yes
32859,2014-07-10,10.0,16.5,9.0,0.0,99.0,86.0,1023.5,1020.6,11.4,15.2,Yes
32860,2014-07-14,11.2,15.9,22.0,35.0,55.0,54.0,1010.4,1010.8,13.0,14.3,Yes
32861,2014-07-15,11.4,17.0,19.0,19.0,69.0,84.0,1018.4,1018.4,14.1,14.3,Yes
32862,2014-07-16,10.2,15.1,0.0,9.0,85.0,60.0,1025.8,1026.8,11.5,14.3,No
32863,2014-07-19,7.0,13.1,17.0,2.0,70.0,91.0,1015.4,1012.6,12.5,11.7,Yes
32864,2014-07-24,7.6,17.2,0.0,11.0,91.0,68.0,1021.0,1019.3,12.5,16.2,Yes
32865,2014-07-25,11.1,19.0,31.0,35.0,86.0,62.0,1017.1,1013.6,14.8,18.2,Yes
32866,2014-07-27,12.1,17.1,11.0,17.0,77.0,65.0,1019.0,1018.3,13.6,15.7,Yes
32867,2014-08-01,2.7,15.7,11.0,17.0,69.0,54.0,1028.4,1024.1,8.1,14.1,Yes
32868,2014-08-03,3.1,17.8,0.0,9.0,100.0,55.0,1033.5,1031.5,9.5,16.6,No
32869,2014-08-04,1.7,19.3,0.0,11.0,100.0,54.0,1032.7,1029.4,6.4,18.9,No
32870,2014-08-05,2.5,19.9,7.0,20.0,71.0,60.0,1028.1,1025.1,13.0,19.5,No
32871,2014-08-07,14.2,19.1,11.0,13.0,84.0,75.0,1021.6,1020.8,16.6,16.7,No
32872,2014-08-20,8.8,18.9,11.0,24.0,100.0,60.0,1014.3,1011.3,14.7,17.9,Yes
32873,2014-08-22,11.4,16.9,15.0,13.0,54.0,41.0,1021.0,1021.8,14.9,15.4,No
32874,2014-09-02,7.9,18.7,7.0,15.0,73.0,68.0,1017.4,1016.0,12.6,17.3,No
32875,2014-09-12,10.7,19.8,11.0,17.0,73.0,59.0,1021.3,1018.5,15.8,17.3,No
32876,2014-09-13,6.5,17.9,7.0,13.0,62.0,54.0,1023.1,1021.1,14.8,17.3,No
32877,2014-09-14,7.1,18.1,9.0,17.0,85.0,69.0,1022.4,1022.6,14.8,17.2,No
32878,2014-09-20,10.9,26.8,22.0,26.0,58.0,45.0,1013.2,1008.2,19.3,25.9,Yes
32879,2014-09-23,8.3,16.3,2.0,15.0,70.0,63.0,1026.5,1025.0,13.4,15.5,No
32880,2014-09-25,13.2,19.1,13.0,26.0,89.0,68.0,1019.4,1017.0,16.1,17.2,No
32881,2014-09-26,10.2,20.3,24.0,26.0,70.0,73.0,1013.5,1009.8,18.3,18.5,Yes
32882,2014-09-27,13.0,16.1,24.0,30.0,80.0,53.0,1003.7,1007.9,13.3,14.5,Yes
32883,2014-09-28,12.1,16.9,20.0,15.0,69.0,89.0,1014.2,1014.4,15.9,15.6,Yes
32884,2014-10-03,10.7,19.0,13.0,13.0,80.0,78.0,1017.9,1016.8,17.0,18.0,Yes
32885,2014-10-05,12.1,16.6,13.0,30.0,87.0,67.0,1006.1,1007.3,13.3,14.7,Yes
32886,2014-10-08,9.7,20.0,15.0,28.0,77.0,62.0,1015.9,1015.4,15.7,18.4,Yes
32887,2014-10-12,10.0,17.8,19.0,15.0,66.0,47.0,1024.4,1022.7,12.4,17.1,No
32888,2014-10-15,12.9,22.8,20.0,26.0,76.0,67.0,1019.5,1015.2,17.2,22.0,No
32889,2014-10-19,10.5,17.9,22.0,20.0,61.0,63.0,1019.4,1017.5,14.8,15.9,Yes
32890,2014-10-20,11.8,18.0,17.0,19.0,74.0,76.0,1017.9,1019.0,15.9,15.8,No
32891,2014-11-01,6.0,26.1,15.0,26.0,51.0,28.0,1018.3,1015.2,19.4,25.2,No
32892,2014-11-02,10.4,21.8,13.0,17.0,67.0,97.0,1011.5,1009.3,18.9,17.3,Yes
32893,2014-11-04,7.6,20.9,13.0,15.0,58.0,53.0,1024.7,1022.0,17.8,19.9,No
32894,2014-11-05,7.5,20.4,11.0,13.0,60.0,56.0,1020.4,1016.8,17.6,19.4,No
32895,2014-11-06,14.1,21.0,24.0,39.0,58.0,62.0,1008.7,1003.6,18.4,19.9,Yes
32896,2014-11-11,13.9,18.6,17.0,15.0,95.0,53.0,1016.7,1017.8,14.6,17.1,Yes
32897,2014-11-13,8.7,16.1,35.0,30.0,50.0,55.0,1024.9,1025.8,13.5,13.7,No
32898,2014-11-15,4.9,21.1,15.0,17.0,52.0,56.0,1021.3,1018.0,16.9,19.1,No
32899,2014-11-18,12.4,21.3,15.0,19.0,81.0,61.0,1010.3,1010.1,18.9,18.9,No
32900,2014-11-21,15.2,19.6,13.0,22.0,64.0,63.0,1011.1,1011.1,17.4,18.3,Yes
32901,2014-11-25,9.7,25.4,15.0,28.0,51.0,53.0,1021.4,1018.5,18.9,23.1,No
32902,2014-11-28,17.4,21.8,13.0,20.0,73.0,90.0,1010.6,1012.0,20.9,18.4,No
32903,2014-12-09,13.1,18.9,28.0,24.0,66.0,56.0,1020.0,1020.5,15.1,16.4,No
32904,2014-12-10,12.9,22.1,20.0,33.0,47.0,49.0,1024.2,1021.0,17.7,19.6,No
32905,2014-12-11,11.6,27.6,15.0,13.0,54.0,40.0,1018.1,1014.3,21.6,26.3,No
32906,2014-12-14,6.2,21.3,13.0,19.0,56.0,51.0,1017.0,1014.2,17.8,19.8,No
32907,2014-12-17,8.0,21.4,13.0,22.0,51.0,50.0,1014.7,1014.5,16.7,19.5,No
32908,2014-12-19,12.5,30.0,13.0,24.0,43.0,50.0,1015.7,1012.5,22.7,25.9,No
32909,2014-12-20,17.2,23.8,33.0,44.0,71.0,51.0,1012.1,1013.5,20.4,21.6,No
32910,2014-12-25,13.6,25.5,17.0,26.0,54.0,47.0,1025.0,1022.3,19.5,23.2,No
32911,2014-12-28,16.1,25.4,15.0,22.0,60.0,56.0,1019.3,1018.2,20.8,23.2,No
32912,2015-01-01,10.7,25.0,4.0,22.0,55.0,49.0,1012.6,1010.5,21.0,22.9,No
32913,2015-01-04,9.9,29.8,9.0,24.0,53.0,43.0,1016.2,1013.1,20.3,26.2,No
32914,2015-01-06,17.8,27.5,13.0,20.0,79.0,47.0,1010.9,1010.4,20.7,26.9,No
32915,2015-01-08,12.7,22.3,30.0,43.0,49.0,51.0,1020.3,1018.2,17.5,19.5,No
32916,2015-01-11,11.7,28.4,17.0,20.0,47.0,39.0,1013.8,1010.6,20.4,25.7,No
32917,2015-01-12,11.8,31.4,6.0,11.0,43.0,27.0,1009.7,1008.3,23.2,29.4,No
32918,2015-01-13,13.3,27.9,13.0,30.0,44.0,55.0,1010.7,1010.3,23.2,25.2,No
32919,2015-01-15,15.1,24.0,26.0,26.0,55.0,45.0,1019.6,1018.5,20.9,23.1,No
32920,2015-01-16,8.5,25.7,19.0,24.0,60.0,50.0,1019.9,1017.4,20.5,24.2,No
32921,2015-01-24,13.4,23.3,19.0,28.0,65.0,50.0,1018.8,1017.5,18.1,21.0,No
32922,2015-01-29,18.5,24.3,22.0,31.0,75.0,66.0,1012.5,1012.2,21.4,23.0,No
32923,2015-01-30,18.5,31.5,28.0,30.0,64.0,49.0,1015.9,1013.1,23.2,28.0,No
32924,2015-01-31,14.8,32.9,17.0,17.0,54.0,35.0,1017.3,1014.4,22.3,31.5,No
32925,2015-02-02,19.4,34.0,15.0,19.0,42.0,34.0,1016.5,1015.0,27.0,32.0,No
32926,2015-02-03,19.2,35.1,9.0,15.0,43.0,30.0,1016.9,1013.5,29.0,33.1,Yes
32927,2015-02-07,14.5,25.8,22.0,28.0,57.0,49.0,1022.1,1019.3,20.1,24.3,No
32928,2015-02-12,17.0,27.6,22.0,20.0,71.0,53.0,1016.6,1013.7,20.2,26.7,No
32929,2015-02-19,17.9,24.7,26.0,28.0,67.0,54.0,1017.5,1016.3,19.9,22.4,No
32930,2015-02-21,12.2,23.6,13.0,20.0,64.0,55.0,1015.7,1013.3,19.5,22.5,No
32931,2015-02-24,13.9,34.6,13.0,19.0,56.0,33.0,1010.9,1007.7,21.8,31.5,No
32932,2015-02-25,17.8,26.3,28.0,24.0,68.0,55.0,1010.7,1009.1,21.5,24.6,Yes
32933,2015-02-26,17.3,25.8,20.0,15.0,93.0,72.0,1008.4,1006.0,20.0,24.7,Yes
32934,2015-02-27,16.2,24.9,17.0,22.0,64.0,56.0,1010.2,1011.3,21.1,23.2,No
32935,2015-02-28,14.6,23.3,15.0,33.0,50.0,50.0,1019.6,1016.5,19.3,21.1,No
32936,2015-03-08,17.2,24.6,20.0,26.0,67.0,46.0,1020.8,1018.9,19.5,23.1,No
32937,2015-03-09,13.2,25.7,15.0,24.0,72.0,57.0,1020.1,1017.3,18.8,23.2,No
32938,2015-03-11,12.0,27.8,17.0,24.0,65.0,45.0,1019.5,1016.6,19.8,25.2,No
32939,2015-03-12,11.8,33.2,11.0,17.0,60.0,30.0,1015.2,1012.4,21.1,31.2,No
32940,2015-03-13,13.5,31.1,7.0,19.0,92.0,53.0,1011.6,1010.6,21.2,25.6,Yes
32941,2015-03-14,19.1,21.8,9.0,20.0,100.0,100.0,1011.1,1006.6,19.9,20.3,Yes
32942,2015-03-16,19.0,24.5,19.0,24.0,71.0,65.0,1011.2,1010.1,21.5,23.0,No
32943,2015-03-17,19.2,24.0,24.0,24.0,76.0,74.0,1007.4,1005.4,21.7,21.8,Yes
32944,2015-03-24,6.8,21.5,6.0,22.0,64.0,40.0,1026.2,1023.4,15.0,20.7,No
32945,2015-03-27,11.8,26.5,17.0,19.0,55.0,59.0,1021.6,1019.3,22.0,23.9,No
32946,2015-04-07,14.0,18.0,15.0,24.0,92.0,91.0,1019.5,1015.8,14.3,17.2,Yes
32947,2015-04-08,14.3,21.7,7.0,15.0,99.0,76.0,1013.4,1013.3,17.7,20.6,No
32948,2015-04-09,12.7,20.1,0.0,9.0,100.0,84.0,1016.0,1013.7,16.8,17.1,Yes
32949,2015-04-12,15.6,19.7,19.0,20.0,84.0,86.0,1015.3,1014.6,17.7,17.3,Yes
32950,2015-04-15,5.9,18.0,0.0,22.0,99.0,55.0,1028.9,1028.1,11.5,16.8,No
32951,2015-04-18,8.4,21.9,9.0,13.0,85.0,59.0,1025.8,1023.8,15.8,21.5,No
32952,2015-04-20,8.9,24.7,15.0,11.0,62.0,44.0,1026.2,1023.1,18.7,24.3,No
32953,2015-04-24,8.3,17.7,13.0,15.0,63.0,51.0,1031.3,1028.0,11.9,17.0,No
32954,2015-04-28,9.7,22.4,17.0,20.0,46.0,46.0,1022.2,1020.0,18.0,20.9,Yes
32955,2015-05-02,5.1,17.9,7.0,11.0,65.0,59.0,1019.7,1015.5,12.8,17.1,Yes
32956,2015-05-11,11.3,19.8,11.0,20.0,83.0,68.0,1030.4,1028.1,15.2,18.4,No
32957,2015-05-21,7.0,17.2,9.0,9.0,78.0,44.0,1029.1,1025.0,11.4,16.6,No
32958,2015-05-23,7.9,18.5,0.0,17.0,99.0,64.0,1018.0,1018.4,14.0,17.7,No
32959,2015-05-29,1.7,16.6,0.0,13.0,99.0,57.0,1028.2,1025.6,7.7,15.7,No
32960,2015-05-30,2.8,18.5,0.0,7.0,100.0,56.0,1027.9,1025.0,8.7,17.1,No
32961,2015-06-01,6.9,19.1,17.0,24.0,70.0,67.0,1017.1,1011.7,13.3,17.3,Yes
32962,2015-06-04,17.0,21.7,17.0,20.0,76.0,67.0,1021.0,1020.5,19.0,19.5,No
32963,2015-06-07,11.7,18.9,13.0,11.0,99.0,62.0,1025.2,1024.4,14.6,18.1,No
32964,2015-06-17,10.5,15.8,13.0,17.0,67.0,75.0,1016.7,1013.9,13.6,13.7,Yes
32965,2015-06-27,4.3,16.8,6.0,2.0,99.0,60.0,1033.4,1030.5,8.2,15.4,No
32966,2015-07-02,10.9,20.3,22.0,20.0,78.0,70.0,1021.3,1019.6,15.7,20.1,Yes
32967,2015-07-03,10.9,18.5,0.0,11.0,100.0,82.0,1022.6,1022.1,13.6,17.0,No
32968,2015-07-08,7.9,13.4,17.0,20.0,69.0,57.0,1027.4,1026.4,10.1,12.4,No
32969,2015-07-10,9.2,15.0,11.0,19.0,75.0,70.0,1028.1,1028.8,11.8,14.0,No
32970,2015-07-16,6.3,16.9,15.0,20.0,64.0,52.0,1027.0,1022.3,10.4,16.6,No
32971,2015-07-25,12.0,16.9,13.0,6.0,71.0,67.0,1027.6,1027.4,12.9,14.5,No
32972,2015-07-26,4.9,16.9,0.0,7.0,99.0,58.0,1032.8,1030.3,9.2,16.5,No
32973,2015-07-27,4.5,17.6,0.0,9.0,93.0,57.0,1030.2,1025.2,11.2,16.4,Yes
32974,2015-08-03,2.9,17.2,0.0,4.0,100.0,65.0,1036.1,1033.7,9.8,15.7,No
32975,2015-08-05,2.7,17.6,2.0,7.0,99.0,58.0,1031.4,1027.3,7.6,15.8,No
32976,2015-08-09,4.5,15.3,0.0,11.0,79.0,73.0,1022.9,1020.2,9.2,11.8,Yes
32977,2015-08-10,8.8,16.5,24.0,24.0,64.0,70.0,1016.7,1016.6,14.7,15.2,Yes
32978,2015-08-12,8.2,16.8,0.0,11.0,99.0,76.0,1030.9,1028.4,13.0,15.4,Yes
32979,2015-08-13,11.3,16.8,7.0,11.0,71.0,62.0,1027.1,1024.7,14.2,16.1,No
32980,2015-08-14,11.3,15.8,0.0,4.0,79.0,79.0,1024.7,1022.7,13.5,15.1,No
32981,2015-08-15,3.6,21.2,0.0,11.0,100.0,64.0,1023.4,1020.3,11.0,20.8,No
32982,2015-08-25,4.4,17.0,13.0,15.0,76.0,51.0,1028.1,1024.1,11.2,16.4,No
32983,2015-08-28,10.1,18.6,11.0,15.0,75.0,58.0,1014.2,1013.8,16.9,17.7,Yes
32984,2015-09-07,4.0,18.8,7.0,13.0,66.0,59.0,1030.2,1026.4,14.5,17.8,No
32985,2015-09-12,9.7,14.9,11.0,22.0,85.0,60.0,1013.0,1013.9,10.7,13.2,Yes
32986,2015-09-18,2.9,18.5,7.0,17.0,99.0,66.0,1022.2,1021.2,14.7,15.8,Yes
32987,2015-09-19,10.0,15.1,28.0,26.0,52.0,54.0,1028.4,1027.9,12.0,13.5,No
32988,2015-10-02,17.5,22.0,19.0,31.0,81.0,78.0,1018.0,1016.3,19.5,19.7,Yes
32989,2015-10-03,10.7,20.4,19.0,19.0,65.0,61.0,1021.4,1020.3,17.1,19.6,No
32990,2015-10-04,15.0,20.0,22.0,31.0,63.0,66.0,1018.0,1015.4,18.2,18.1,Yes
32991,2015-10-14,12.6,19.4,17.0,19.0,54.0,56.0,1013.9,1012.6,16.9,17.0,Yes
32992,2015-10-22,11.5,26.6,4.0,20.0,66.0,66.0,1013.7,1012.4,20.0,22.5,No
32993,2015-10-29,13.6,28.2,7.0,17.0,83.0,64.0,1015.7,1014.1,20.8,23.9,No
32994,2015-11-05,9.2,21.7,15.0,19.0,64.0,70.0,1007.3,1006.3,19.3,19.4,No
32995,2015-11-14,13.1,33.4,7.0,15.0,50.0,37.0,1013.6,1010.3,26.4,29.8,No
32996,2015-11-15,12.9,24.8,17.0,17.0,63.0,54.0,1014.6,1013.7,22.0,23.3,No
32997,2015-11-16,7.5,26.3,9.0,9.0,56.0,35.0,1014.2,1010.4,19.4,25.1,No
32998,2015-11-17,10.7,23.4,28.0,20.0,58.0,88.0,1004.5,1007.2,21.9,18.2,Yes
32999,2015-11-19,11.8,19.9,22.0,20.0,60.0,51.0,1023.0,1024.3,15.3,17.8,No
33000,2015-11-20,11.6,22.8,17.0,28.0,48.0,48.0,1028.5,1025.2,18.0,20.3,No
33001,2015-11-22,13.7,35.4,17.0,13.0,38.0,40.0,1016.8,1012.3,24.4,30.7,No
33002,2015-11-27,12.0,24.4,26.0,31.0,58.0,56.0,1015.2,1014.2,19.0,21.8,No
33003,2015-11-29,9.5,23.2,11.0,26.0,57.0,56.0,1018.7,1018.0,18.2,19.5,No
33004,2015-11-30,13.4,20.8,24.0,26.0,48.0,55.0,1022.1,1021.3,16.7,16.9,No
33005,2015-12-03,15.4,24.9,19.0,22.0,68.0,59.0,1010.5,1010.8,21.1,20.5,No
33006,2015-12-04,12.7,21.1,22.0,28.0,59.0,39.0,1014.8,1014.3,16.7,19.4,No
33007,2015-12-05,4.9,21.6,17.0,20.0,48.0,42.0,1012.8,1011.1,16.5,20.2,Yes
33008,2015-12-07,13.3,20.5,26.0,20.0,62.0,49.0,1017.8,1018.2,16.4,18.8,No
33009,2015-12-11,10.1,25.7,9.0,17.0,53.0,47.0,1020.6,1017.4,19.8,22.4,No
33010,2015-12-12,11.8,24.7,7.0,19.0,49.0,55.0,1013.6,1012.8,21.6,23.6,No
33011,2015-12-13,14.5,24.6,11.0,19.0,61.0,50.0,1015.3,1013.7,19.6,22.8,No
33012,2015-12-15,8.7,25.6,6.0,20.0,52.0,49.0,1014.7,1013.3,22.2,23.3,No
33013,2015-12-19,13.5,19.9,24.0,26.0,36.0,55.0,1016.2,1015.9,17.6,16.6,No
33014,2015-12-23,16.7,35.0,22.0,19.0,38.0,44.0,1011.1,1009.2,31.7,28.7,No
33015,2016-01-04,16.6,31.4,13.0,26.0,57.0,51.0,1012.8,1011.6,23.7,26.6,No
33016,2016-01-08,,32.1,13.0,11.0,44.0,36.0,1014.3,1012.4,25.3,31.1,No
33017,2016-01-11,17.1,24.6,7.0,20.0,70.0,57.0,1012.4,1011.5,21.8,23.3,Yes
33018,2016-01-14,10.1,31.2,20.0,20.0,44.0,18.0,1025.9,1021.4,20.3,30.8,No
33019,2016-01-21,15.2,21.5,24.0,22.0,70.0,62.0,1017.3,1017.0,16.8,19.7,No
33020,2016-01-26,18.3,25.7,20.0,28.0,72.0,60.0,1015.4,1015.1,21.6,23.8,No
33021,2016-01-27,15.7,24.8,24.0,31.0,58.0,55.0,1019.9,1018.6,20.8,23.2,No
33022,2016-01-31,15.0,18.9,24.0,28.0,99.0,58.0,1004.7,1005.7,15.2,18.0,Yes
